"SNAME","CNAME","DNAME","API13","API12","SD_SIG","EL_SIG","MEALS","YR_RND","ACS_K3","ACS_46","ENROLL","PCST_E28","alreadyInRIF","aiRIFtxt","mealsQuant","pcst_e28Quant","letter","LAT","LONG"
"HANCOCK PARK ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",920,"913","YES","YES",17,"NO","21","27",469,204,0,"No",0,4,"Out","34.0695","-118.360211"
"HANDY ELEMENTARY","ORANGE","ORANGE UNIFIED",786,"812","YES","YES",91,"NO","19","23",342,152.64,0,"No",2,3,"H","33.80137","-117.828081"
"HANSEN ELEMENTARY","ORANGE","SAVANNA ELEMENTARY",817,"812","YES","YES",81,"NO","26","32",500,226.08,0,"No",2,4,"Out","33.8145","-118.009181"
"HARBOR CITY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",819,"817","YES","YES",100,"NO","22","21",369,166.08,0,"No",3,3,"D","33.79315","-118.303521"
"HARBOR VIEW ELEMENTARY","ORANGE","NEWPORT-MESA UNIFIED",937,"935","NO","NO",6,"NO","24","30",346,161.76,0,"No",0,3,"P","33.60274","-117.868861"
"HARBOUR VIEW ELEMENTARY","ORANGE","OCEAN VIEW",898,"911","YES","YES",25,"NO","28","32",538,254.4,0,"No",0,4,"Out","33.72158","-118.052081"
"HARDING STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",821,"857","YES","YES",74,"NO","23","23",327,151.68,0,"No",1,3,"L","34.30486","-118.416831"
"HARMONY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",725,"723","YES","YES",86,"NO","20","26",465,213.6,1,"Yes",2,4,"Out","34.00706","-118.259881"
"HAROLD AMBUEHL ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",823,"836","YES","YES",45,"NO","30","33",305,140.64,0,"No",1,2,"K","33.502152","-117.646168"
"HARRISON ELEMENTARY","LOS ANGELES","POMONA UNIFIED",709,"743","YES","YES",94,"NO","29","31",366,161.76,1,"Yes",3,3,"D","34.09948","-117.744271"
"HARRISON STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",697,"705","YES","YES",99,"NO","22","30",394,180.96,0,"No",3,4,"Out","34.0544","-118.188871"
"HARRY BRIDGES SPAN","LOS ANGELES","LOS ANGELES UNIFIED",825,"B","NO","NO",88,"NO","23","27",821,388.32,0,"No",2,4,"Out","33.787663","-118.261399"
"HARRY WIRTZ ELEMENTARY","LOS ANGELES","PARAMOUNT UNIFIED",741,"729","YES","YES",90,"NO","29","29",461,204.96,0,"No",2,4,"Out","33.901897","-118.150837"
"HART STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",703,"705","YES","YES",90,"NO","22","26",516,231.36,0,"No",2,4,"Out","34.19663","-118.591691"
"HARTE ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",759,"755","YES","YES",93,"NO","28","34",636,280.8,0,"No",3,4,"Out","33.858972","-118.172178"
"HARVARD ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",830,"846","YES","YES",100,"NO","22","26",339,155.52,0,"No",3,3,"D","34.07725","-118.304161"
"HASKELL ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",837,"834","YES","YES",67,"NO","22","24",389,180.96,0,"No",1,4,"Out","34.26735","-118.478151"
"HAWAIIAN AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",811,"838","YES","YES",86,"NO","23","27",458,206.4,0,"No",2,4,"Out","33.77556","-118.275751"
"HAWAIIAN ELEMENTARY","LOS ANGELES","ABC UNIFIED",752,"740","YES","YES",98,"NO","21","28",328,152.16,0,"No",3,3,"D","33.823711","-118.068086"
"HAWTHORNE ELEMENTARY","LOS ANGELES","BEVERLY HILLS UNIFIED",935,"936","NO","NO",4,"NO","19","26",493,229.92,0,"No",0,4,"Out","34.078545","-118.403742"
"HAYNES CHARTER FOR ENRICHED STUDIES","LOS ANGELES","LOS ANGELES UNIFIED",909,"906","YES","NO",24,"NO","21","27",264,123.84,0,"No",0,1,"N","34.19025","-118.648001"
"HAZELTINE AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",759,"785","YES","YES",100,"NO","22","23",468,203.04,0,"No",3,4,"Out","34.20037","-118.439081"
"HEINZ KAISER ELEMENTARY","ORANGE","NEWPORT-MESA UNIFIED",874,"886","YES","YES",35,"NO","24","32",657,303.36,0,"No",0,4,"Out","33.64483","-117.902081"
"HELEN ESTOCK ELEMENTARY","ORANGE","TUSTIN UNIFIED",722,"740","YES","YES",92,"NO","25","25",271,122.4,0,"No",2,1,"F","33.74975","-117.827201"
"HELEN KELLER ELEMENTARY","LOS ANGELES","LYNWOOD UNIFIED",761,"779","YES","YES",97,"NO","30","29",457,210.24,0,"No",3,4,"Out","33.91395","-118.208121"
"HELEN WITTMANN ELEMENTARY","LOS ANGELES","ABC UNIFIED",924,"922","YES","YES",29,"NO","26","28",400,181.44,0,"No",0,4,"Out","33.877736","-118.057864"
"HELIOTROPE AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",783,"794","YES","YES",100,"NO","22","28",525,246.24,1,"Yes",3,4,"Out","33.98587","-118.177811"
"HENRY (PATRICK) ELEMENTARY","ORANGE","ANAHEIM CITY",739,"744","YES","YES",96,"NO","30","30",517,237.12,0,"No",3,4,"Out","33.85114","-117.932671"
"HENRY DALTON ELEMENTARY","LOS ANGELES","AZUSA UNIFIED",712,"718","YES","YES",85,"NO","23","30",235,106.08,0,"No",2,1,"F","34.138635","-117.901848"
"HENRY K-8","LOS ANGELES","LONG BEACH UNIFIED",877,"867","YES","YES",42,"NO","28","27",538,252.48,0,"No",1,4,"Out","33.825627","-118.110236"
"HERITAGE ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",774,"802","YES","YES",86,"NO","26","27",437,199.68,0,"No",2,4,"Out","33.74072","-117.931571"
"HERMOSA DRIVE ELEMENTARY","ORANGE","FULLERTON ELEMENTARY",868,"868","YES","YES",36,"NO","26","29",379,176.64,0,"No",0,4,"Out","33.90917","-117.925331"
"HERMOSA VALLEY ELEMENTARY","LOS ANGELES","HERMOSA BEACH CITY ELEMENTARY",939,"944","NO","NO",2,"NO","24","28",932,434.4,0,"No",0,4,"Out","33.866377","-118.396953"
"HERMOSA VIEW ELEMENTARY","LOS ANGELES","HERMOSA BEACH CITY ELEMENTARY",934,"961","NO","NO",4,"NO","24","N/A",142,67.2,0,"No",0,0,"M","33.868864","-118.391288"
"HEROES ELEMENTARY","ORANGE","SANTA ANA UNIFIED",742,"759","YES","YES",97,"NO","30","30",479,218.4,0,"No",3,4,"Out","33.75185","-117.881091"
"HERRICK AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",820,"814","YES","YES",82,"NO","22","25",408,181.92,0,"No",2,4,"Out","34.31505","-118.464191"
"HESBY OAKS LEADERSHIP CHARTER","LOS ANGELES","LOS ANGELES UNIFIED",911,"911","YES","NO",19,"NO","22","31",437,201.6,0,"No",0,4,"Out","34.161734","-118.4732"
"HICKS CANYON ELEMENTARY","ORANGE","TUSTIN UNIFIED",947,"936","NO","YES",13,"NO","26","29",590,270.24,0,"No",0,4,"Out","33.727841","-117.771509"
"HIDDEN HILLS ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",798,"822","YES","YES",61,"NO","25","34",313,142.08,0,"No",1,2,"K","33.52736","-117.690861"
"HIGHLAND ELEMENTARY","LOS ANGELES","INGLEWOOD UNIFIED",835,"810","YES","NO",91,"NO","28","31",427,187.68,0,"No",2,4,"Out","33.972636","-118.362582"
"HIGHLAND OAKS ELEMENTARY","LOS ANGELES","ARCADIA UNIFIED",964,"960","NO","YES",10,"NO","23","32",469,216.48,0,"No",0,4,"Out","34.159871","-118.031205"
"HIGHLANDS ELEMENTARY","LOS ANGELES","SAUGUS UNION",809,"823","YES","NO",22,"NO","30","27",384,137.76,0,"No",0,2,"O","34.440449","-118.523395"
"HILLCREST DRIVE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",707,"692","YES","YES",100,"NO","22","24",455,194.4,0,"No",3,4,"Out","34.01401","-118.348181"
"HILLCREST ELEMENTARY","LOS ANGELES","GARVEY ELEMENTARY",826,"838","YES","YES",62,"NO","22","28",348,156.96,0,"No",1,3,"L","34.04733","-118.109401"
"HILLERY T. BROADOUS ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",753,"738","YES","YES",100,"NO","23","28",520,234.72,0,"No",3,4,"Out","34.28313","-118.406741"
"HILLSIDE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",722,"771","YES","YES",100,"NO","21","24",252,114.72,0,"No",3,1,"B","34.08496","-118.212451"
"HOBART BOULEVARD ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",809,"821","YES","YES",100,"NO","21","27",556,254.88,0,"No",3,4,"Out","34.05324","-118.304691"
"HOLDER ELEMENTARY","ORANGE","SAVANNA ELEMENTARY",847,"827","YES","YES",69,"NO","25","27",344,152.16,0,"No",1,3,"L","33.82353","-118.018431"
"HOLLINGWORTH ELEMENTARY","LOS ANGELES","ROWLAND UNIFIED",787,"784","YES","YES",81,"NO","20","31",373,164.64,0,"No",2,3,"H","34.00786","-117.879251"
"HOLLY AVENUE ELEMENTARY","LOS ANGELES","ARCADIA UNIFIED",910,"922","YES","YES",24,"NO","26","27",478,210.24,0,"No",0,4,"Out","34.127046","-118.045364"
"HOLLYDALE","LOS ANGELES","PARAMOUNT UNIFIED",787,"795","YES","YES",89,"NO","29","27",869,396.48,0,"No",2,4,"Out","33.917721","-118.173242"
"HOLLYWOOD PRIMARY CENTER","LOS ANGELES","LOS ANGELES UNIFIED",730,"778","YES","NO",100,"NO","22","N/A",93,42.72,0,"No",3,0,"A","34.091227","-118.319259"
"HOLMES AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",693,"709","YES","YES",100,"NO","20","29",228,105.12,0,"No",3,1,"B","33.99582","-118.240191"
"HOLMES ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",765,"794","YES","YES",75,"NO","25","27",314,140.16,0,"No",1,2,"K","33.849206","-118.148667"
"HOOPER AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",675,"696","YES","YES",86,"NO","22","26",847,380.16,0,"No",2,4,"Out","33.99653","-118.253201"
"HOOVER ELEMENTARY","ORANGE","SANTA ANA UNIFIED",740,"764","YES","YES",96,"NO","26","25",326,143.52,1,"Yes",3,2,"C","33.7658","-117.863221"
"HOOVER STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",812,"787","YES","YES",92,"NO","22","26",497,228,0,"No",2,4,"Out","34.05618","-118.286571"
"HOPE STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",776,"771","YES","YES",100,"NO","23","28",378,173.76,1,"Yes",3,4,"Out","33.968989","-118.209699"
"HOPE VIEW ELEMENTARY","ORANGE","OCEAN VIEW",919,"935","NO","NO",12,"NO","28","32",474,220.8,0,"No",0,4,"Out","33.70673","-118.018251"
"HORACE MANN ELEMENTARY","LOS ANGELES","BEVERLY HILLS UNIFIED",921,"914","NO","NO",15,"NO","18","22",465,211.68,0,"No",0,4,"Out","34.065811","-118.382128"
"HORACE MANN ELEMENTARY","LOS ANGELES","GLENDALE UNIFIED",863,"858","YES","YES",93,"NO","23","30",454,205.92,1,"Yes",3,4,"Out","34.13506","-118.249325"
"HOWARD J. MCKIBBEN ELEMENTARY","LOS ANGELES","SOUTH WHITTIER ELEMENTARY",843,"809","YES","YES",74,"NO","29","35",338,155.52,0,"No",1,3,"L","33.937403","-118.038138"
"HOWARD TANNER","LOS ANGELES","PARAMOUNT UNIFIED",715,"747","YES","YES",90,"NO","31","29",391,169.92,0,"No",2,4,"Out","33.90311","-118.172831"
"HOWARD WOOD ELEMENTARY","LOS ANGELES","TORRANCE UNIFIED",842,"846","YES","NO",38,"NO","28","34",250,114.72,0,"No",0,1,"N","33.812469","-118.321331"
"HUBBARD STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",782,"814","YES","YES",80,"NO","22","27",529,246.24,0,"No",2,4,"Out","34.31409","-118.424461"
"HUDNALL (CLAUDE) ELEMENTARY","LOS ANGELES","INGLEWOOD UNIFIED",709,"766","YES","YES",96,"NO","27","29",276,123.84,0,"No",3,1,"B","33.960608","-118.3608"
"HUDSON K-8","LOS ANGELES","LONG BEACH UNIFIED",789,"788","YES","YES",81,"NO","25","29",758,349.44,0,"No",2,4,"Out","33.799388","-118.220154"
"HUGHES-ELIZABETH LAKES","LOS ANGELES","HUGHES-ELIZABETH LAKES UNION E",840,"868","YES","NO",36,"NO","21","22",215,100.8,0,"No",0,0,"M","34.671627","-118.424426"
"HUGO REID ELEMENTARY","LOS ANGELES","ARCADIA UNIFIED",943,"944","YES","YES",20,"NO","26","32",402,187.2,0,"No",0,4,"Out","34.13812","-118.063"
"HUMPHREYS AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",752,"762","YES","YES",100,"NO","23","25",602,274.56,1,"Yes",3,4,"Out","34.02862","-118.170231"
"HUNTINGTON DRIVE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",731,"736","YES","YES",100,"NO","20","23",344,150.72,0,"No",3,3,"D","34.08264","-118.191861"
"HUNTINGTON PARK ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",785,"798","YES","YES",100,"NO","22","31",371,168.48,1,"Yes",3,4,"Out","33.984937","-118.195178"
"HUNTINGTON SEACLIFF ELEMENTARY","ORANGE","HUNTINGTON BEACH CITY ELEMENTA",969,"961","NO","NO",4,"NO","29","30",480,225.6,0,"No",0,4,"Out","33.68747","-118.011131"
"HURLEY ELEMENTARY","LOS ANGELES","ROWLAND UNIFIED",749,"742","YES","YES",97,"NO","20","22",430,199.68,1,"Yes",3,4,"Out","34.01306","-117.928891"
"ICEF INGLEWOOD ELEMENTARY CHARTER ACADEM","LOS ANGELES","INGLEWOOD UNIFIED",827,"B","NO","NO",91,"NO","26","31",188,87.36,0,"No",2,0,"E","33.95808","-118.354611"
"ICEF VISTA ELEMENTARY ACADEMY","LOS ANGELES","LOS ANGELES UNIFIED",836,"814","YES","YES",93,"NO","26","27",210,99.36,0,"No",3,0,"A","33.9946","-118.418951"
"ILEAD LANCASTER CHARTER","LOS ANGELES","LANCASTER ELEMENTARY",729,"B","NO","NO",20,"NO","13","7",89,27.36,0,"No",0,0,"M","34.671249","-118.126729"
"IMPERIAL ELEMENTARY","LOS ANGELES","DOWNEY UNIFIED",802,"841","YES","YES",82,"NO","25","N/A",299,134.88,0,"No",2,2,"G","33.92312","-118.147921"
"IMPERIAL ELEMENTARY","ORANGE","ORANGE UNIFIED",897,"884","NO","NO",12,"NO","27","31",315,146.4,0,"No",0,2,"O","33.84482","-117.788951"
"INDEPENDENCE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",778,"787","YES","YES",91,"NO","22","26",522,237.6,0,"No",2,4,"Out","33.95925","-118.210681"
"INGENIUM CHARTER","LOS ANGELES","SBE - INGENIUM CHARTER",773,"808","YES","NO",78,"NO","26","33",195,88.8,0,"No",2,0,"E","34.21146","-118.612001"
"INTENSIVE LEARNING CENTER","LOS ANGELES","BELLFLOWER UNIFIED",886,"885","YES","YES",47,"NO","27","30",397,188.64,0,"No",1,4,"Out","33.856972","-118.137026"
"INTERNATIONAL ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",768,"803","YES","YES",70,"NO","29","33",508,222.24,0,"No",1,4,"Out","33.775939","-118.191006"
"IVANHOE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",944,"950","NO","NO",13,"NO","23","32",287,133.44,0,"No",0,2,"O","34.10863","-118.266831"
"IVY ACADEMIA","LOS ANGELES","LOS ANGELES UNIFIED",822,"864","YES","NO",16,"NO","N/A","23",899,313.44,0,"No",0,4,"Out","34.180624","-118.59047"
"J. E. VAN WIG ELEMENTARY","LOS ANGELES","BASSETT UNIFIED",753,"772","YES","YES",94,"NO","21","30",282,128.64,0,"No",3,2,"C","34.061129","-117.976267"
"J. H. MCGAUGH ELEMENTARY","ORANGE","LOS ALAMITOS UNIFIED",928,"906","NO","NO",9,"NO","20","31",513,233.76,0,"No",0,4,"Out","33.74377","-118.094675"
"J. MARION ROYNON ELEMENTARY","LOS ANGELES","BONITA UNIFIED",882,"871","YES","NO",57,"NO","26","33",502,230.4,0,"No",1,4,"Out","34.104216","-117.767086"
"JACK L. WEAVER ELEMENTARY","ORANGE","LOS ALAMITOS UNIFIED",993,"986","NO","NO",6,"NO","24","35",467,221.28,0,"No",0,4,"Out","33.78993","-118.085151"
"JACK NORTHROP ELEMENTARY","LOS ANGELES","LANCASTER ELEMENTARY",765,"758","YES","YES",77,"NO","26","29",415,176.64,0,"No",2,4,"Out","34.672067","-118.11295"
"JACKSON ELEMENTARY","LOS ANGELES","PASADENA UNIFIED",742,"768","YES","YES",95,"NO","27","32",195,87.84,0,"No",3,0,"A","34.183542","-118.162922"
"JAIME ESCALANTE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",767,"735","YES","YES",85,"NO","22","27",452,206.88,0,"No",2,4,"Out","33.96836","-118.188531"
"JAMES A. WHITAKER ELEMENTARY","ORANGE","BUENA PARK ELEMENTARY",763,"770","YES","YES",88,"NO","28","29",450,195.36,0,"No",2,4,"Out","33.86275","-117.986301"
"JAMES FOSTER ELEMENTARY","LOS ANGELES","SAUGUS UNION",876,"880","NO","NO",11,"NO","29","31",458,214.56,0,"No",0,4,"Out","34.45136","-118.528485"
"JAMES MONROE ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",800,"824","YES","YES",60,"NO","26","24",205,89.28,0,"No",1,0,"I","33.72828","-117.929721"
"JANIE P. ABBOTT ELEMENTARY","LOS ANGELES","LYNWOOD UNIFIED",794,"810","YES","YES",90,"NO","28","28",499,227.04,0,"No",2,4,"Out","33.910036","-118.187199"
"JEANE THORMAN ELEMENTARY","ORANGE","TUSTIN UNIFIED",702,"709","YES","YES",99,"NO","26","35",466,213.6,0,"No",3,4,"Out","33.72484","-117.825491"
"JEFFERSON","LOS ANGELES","HAWTHORNE",801,"793","YES","YES",90,"NO","30","32",363,159.84,0,"No",2,3,"H","33.905808","-118.346236"
"JEFFERSON (THOMAS) ELEMENTARY","ORANGE","ANAHEIM CITY",787,"783","YES","YES",91,"NO","26","26",468,211.68,0,"No",2,4,"Out","33.82692","-117.905841"
"JEFFERSON ELEMENTARY","LOS ANGELES","COMPTON UNIFIED",865,"835","YES","YES",77,"NO","28","32",365,168.48,0,"No",2,4,"Out","33.911044","-118.22529"
"JEFFERSON ELEMENTARY","LOS ANGELES","LENNOX",804,"812","YES","YES",94,"NO","21","19",504,238.56,0,"No",3,4,"Out","33.942212","-118.35889"
"JEFFERSON ELEMENTARY","LOS ANGELES","PARAMOUNT UNIFIED",794,"788","YES","YES",91,"NO","26","27",321,145.92,0,"No",2,2,"G","33.892609","-118.148778"
"JEFFERSON ELEMENTARY","LOS ANGELES","PASADENA UNIFIED",731,"742","YES","YES",95,"NO","26","31",302,138.72,0,"No",3,2,"C","34.15421","-118.1195"
"JEFFERSON ELEMENTARY","LOS ANGELES","REDONDO BEACH UNIFIED",936,"941","NO","NO",7,"NO","26","33",421,199.2,0,"No",0,4,"Out","33.86011","-118.3811"
"JEFFERSON ELEMENTARY","ORANGE","SANTA ANA UNIFIED",761,"791","YES","YES",85,"NO","25","27",584,263.52,1,"Yes",2,4,"Out","33.71127","-117.889591"
"JELLICK ELEMENTARY","LOS ANGELES","ROWLAND UNIFIED",772,"759","YES","YES",81,"NO","19","26",355,153.12,0,"No",2,3,"H","33.99219","-117.899815"
"JERRY VOORHIS ELEMENTARY","LOS ANGELES","MOUNTAIN VIEW ELEMENTARY",754,"769","YES","YES",84,"NO","29","28",335,148.32,0,"No",2,2,"G","34.066109","-118.011127"
"JERSEY AVENUE ELEMENTARY","LOS ANGELES","LITTLE LAKE CITY ELEMENTARY",862,"841","YES","YES",66,"NO","29","33",310,146.4,0,"No",1,2,"K","33.953505","-118.081889"
"JESSIE HAYDEN ELEMENTARY","ORANGE","WESTMINSTER",877,"889","YES","YES",78,"YES","23","31",560,259.2,0,"No",2,4,"Out","33.74775","-117.975441"
"JIM THORPE FUNDAMENTAL","ORANGE","SANTA ANA UNIFIED",898,"901","YES","YES",75,"NO","30","30",705,333.12,0,"No",1,4,"Out","33.70289","-117.902241"
"JOAQUIN MILLER ELEMENTARY","LOS ANGELES","BURBANK UNIFIED",885,"872","YES","YES",54,"NO","31","32",503,233.28,0,"No",1,4,"Out","34.182892","-118.297471"
"JOE A. GONSALVES ELEMENTARY","LOS ANGELES","ABC UNIFIED",960,"962","YES","YES",16,"NO","26","27",469,217.44,0,"No",0,4,"Out","33.878385","-118.041458"
"JOHN ADAMS ELEMENTARY","LOS ANGELES","TORRANCE UNIFIED",850,"853","YES","YES",48,"NO","27","33",265,125.28,0,"No",1,1,"J","33.808684","-118.317646"
"JOHN AND JACQUELYN MILLER ELEMENTARY","LOS ANGELES","LANCASTER ELEMENTARY",792,"772","YES","YES",67,"NO","26","26",454,200.16,0,"No",1,4,"Out","34.671818","-118.170096"
"JOHN B. MONLUX ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",828,"832","YES","YES",68,"NO","22","28",521,239.52,0,"No",1,4,"Out","34.18168","-118.409961"
"JOHN C. FREMONT ELEMENTARY","LOS ANGELES","GLENDALE UNIFIED",895,"914","YES","YES",21,"NO","23","31",553,260.16,0,"No",0,4,"Out","34.199673","-118.232119"
"JOHN DOLLAND ELEMENTARY","LOS ANGELES","NORWALK-LA MIRADA UNIFIED",811,"820","YES","YES",85,"NO","24","25",429,195.84,0,"No",2,4,"Out","33.894382","-118.064978"
"JOHN F. KENNEDY ELEMENTARY","LOS ANGELES","ABC UNIFIED",864,"860","YES","YES",53,"NO","25","27",316,143.52,0,"No",1,2,"K","33.872187","-118.070449"
"JOHN F. KENNEDY ELEMENTARY","ORANGE","SANTA ANA UNIFIED",692,"731","YES","YES",96,"NO","27","31",513,237.12,0,"No",3,4,"Out","33.733002","-117.853746"
"JOHN FOSTER DULLES ELEMENTARY","LOS ANGELES","NORWALK-LA MIRADA UNIFIED",843,"827","YES","NO",48,"NO","24","33",173,80.16,0,"No",1,0,"I","33.915832","-117.989363"
"JOHN H. EADER ELEMENTARY","ORANGE","HUNTINGTON BEACH CITY ELEMENTA",933,"919","NO","NO",14,"NO","29","34",416,194.4,0,"No",0,4,"Out","33.64578","-117.965401"
"JOHN H. NIEMES ELEMENTARY","LOS ANGELES","ABC UNIFIED",817,"831","YES","YES",79,"NO","26","28",474,220.32,0,"No",2,4,"Out","33.879243","-118.086006"
"JOHN H. NUFFER ELEMENTARY","LOS ANGELES","NORWALK-LA MIRADA UNIFIED",756,"748","YES","YES",86,"NO","21","31",280,126.24,0,"No",2,1,"F","33.895837","-118.08733"
"JOHN MALCOM ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",910,"923","NO","NO",13,"NO","27","32",456,212.64,0,"No",0,4,"Out","33.49514","-117.707491"
"JOHN MARSHALL ELEMENTARY","LOS ANGELES","GLENDALE UNIFIED",840,"852","YES","YES",90,"NO","22","30",367,159.36,0,"No",2,3,"H","34.146524","-118.239246"
"JOHN MARSHALL ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",843,"871","YES","YES",77,"NO","27","30",355,161.28,0,"No",2,3,"H","33.73307","-117.964231"
"JOHN MUIR ELEMENTARY","LOS ANGELES","GLENDALE UNIFIED",856,"831","YES","YES",84,"NO","22","35",586,267.84,1,"Yes",2,4,"Out","34.13359","-118.243161"
"JOHN MUIR ELEMENTARY","LOS ANGELES","SANTA MONICA-MALIBU UNIFIED",816,"823","YES","NO",50,"NO","27","27",188,83.52,1,"Yes",1,0,"I","34.00585","-118.4804"
"JOHN MUIR FUNDAMENTAL ELEMENTARY","ORANGE","SANTA ANA UNIFIED",890,"903","YES","YES",73,"NO","28","24",643,305.76,0,"No",1,4,"Out","33.763477","-117.842922"
"JOHN MURDY ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",909,"890","YES","YES",70,"NO","28","30",317,144.96,0,"No",1,2,"K","33.74724","-117.962451"
"JOHN O. TYNES ELEMENTARY","ORANGE","PLACENTIA-YORBA LINDA UNIFIED",824,"820","YES","YES",67,"NO","21","32",567,260.16,0,"No",1,4,"Out","33.872966","-117.855966"
"JOHN R. PETERSON ELEMENTARY","ORANGE","HUNTINGTON BEACH CITY ELEMENTA",938,"924","YES","NO",22,"NO","30","29",466,213.6,0,"No",0,4,"Out","33.66309","-117.985371"
"JOHN W. MACK ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",721,"738","YES","YES",100,"NO","23","20",248,109.92,0,"No",3,1,"B","34.02652","-118.293531"
"JONAS E. SALK ELEMENTARY","ORANGE","MAGNOLIA ELEMENTARY",799,"785","YES","YES",99,"NO","23","28",613,274.08,0,"No",3,4,"Out","33.81238","-117.968221"
"JORDAN ELEMENTARY","LOS ANGELES","LOWELL JOINT",870,"873","YES","NO",44,"NO","28","27",296,137.76,0,"No",1,2,"K","33.938601","-117.980063"
"JORDAN ELEMENTARY","ORANGE","ORANGE UNIFIED",797,"804","YES","YES",96,"NO","29","32",305,138.24,0,"No",3,2,"C","33.77992","-117.807311"
"JOSE SEPULVEDA ELEMENTARY","ORANGE","SANTA ANA UNIFIED",742,"769","YES","YES",96,"NO","26","26",295,136.8,0,"No",3,2,"C","33.724085","-117.886665"
"JOSEPH A. GASCON ELEMENTARY","LOS ANGELES","MONTEBELLO UNIFIED",693,"728","YES","YES",100,"NO","32","30",677,312.96,0,"No",3,4,"Out","34.0211","-118.1419"
"JOSEPH ARNOLD ELEMENTARY","LOS ANGELES","TORRANCE UNIFIED",899,"907","YES","YES",22,"NO","29","36",449,204,0,"No",0,4,"Out","33.821494","-118.357302"
"JOSEPH R. PERRY ELEMENTARY","ORANGE","HUNTINGTON BEACH CITY ELEMENTA",812,"803","YES","YES",55,"NO","25","26",259,113.76,0,"No",1,1,"J","33.68403","-117.983391"
"JOSHUA ELEMENTARY","LOS ANGELES","LANCASTER ELEMENTARY",675,"688","YES","YES",87,"NO","25","30",436,172.8,0,"No",2,4,"Out","34.68041","-118.126851"
"JOSHUA HILLS ELEMENTARY","LOS ANGELES","PALMDALE ELEMENTARY",734,"767","YES","YES",88,"NO","29","26",693,301.92,0,"No",2,4,"Out","34.552695","-118.075537"
"JOURNEY","ORANGE","CAPISTRANO UNIFIED",872,"856","NO","NO",15,"NO","25","29",189,88.32,0,"No",0,0,"M","33.56997","-117.718321"
"JUAN CABRILLO ELEMENTARY","LOS ANGELES","SANTA MONICA-MALIBU UNIFIED",878,"879","NO","NO",17,"NO","25","26",175,83.52,0,"No",0,0,"M","34.02509","-118.828472"
"JUAN CABRILLO ELEMENTARY","LOS ANGELES","WISEBURN ELEMENTARY",888,"906","YES","NO",51,"NO","26","N/A",162,76.8,0,"No",1,0,"I","33.910017","-118.372828"
"JUAN DE ANZA ELEMENTARY","LOS ANGELES","WISEBURN ELEMENTARY",872,"882","YES","YES",44,"NO","25","30",457,216,0,"No",1,4,"Out","33.922707","-118.371526"
"JUAREZ (BENITO) ELEMENTARY","ORANGE","ANAHEIM CITY",825,"820","YES","YES",72,"NO","29","31",501,228,0,"No",1,4,"Out","33.82993","-117.881671"
"JUDITH F. BACA ARTS ACADEMY","LOS ANGELES","LOS ANGELES UNIFIED",679,"671","YES","YES",100,"NO","23","27",420,183.36,0,"No",3,4,"Out","33.956","-118.246041"
